#t U_0 U_1 U_2 U_3 U_4 U_5 U_6 U_7 U_8 U_9 U_10 U_11 U_12 U_13 U_14 U_15 U_16 U_17 U_18 U_19 U_20 U_21 U_22 U_23 U_24 U_25 U_26 U_27 U_28 U_29 U_30 U_31 U_32 U_33 U_34 U_35 U_36 U_37 U_38 U_39 U_40 U_41 U_42 U_43 U_44 U_45 U_46 U_47 U_48 U_49 U_50 U_51 U_52 U_53 U_54 U_55 U_56 U_57 U_58 U_59 U_60 U_61 U_62 U_63 U_64 U_65 U_66 U_67 U_68 U_69 U_70 U_71 U_72 U_73 U_74 U_75 U_76 U_77 U_78 U_79 U_80 U_81 U_82 U_83 U_84 U_85 U_86 U_87 U_88 U_89 U_90 U_91 U_92 U_93 U_94 U_95 U_96 U_97 U_98 U_99 U_100 U_101 U_102 U_103 U_104 U_105 U_106 U_107 U_108 U_109 U_110 U_111 U_112 U_113 U_114 U_115 U_116 U_117 U_118 U_119 U_120 U_121 U_122 U_123 U_124 U_125 U_126 U_127
2384 0.399605 0.400214 0.40064 0.399711 0.400404 0.399702 0.399755 0.400243 0.400245 0.400511 0.399946 0.399586 0.399622 0.400076 0.400247 0.400942 0.400489 0.400711 0.400046 0.400316 0.400556 0.400028 0.40005 0.399615 0.400187 0.400481 0.399213 0.400423 0.399863 0.398995 0.399357 0.400103 0.400058 0.400722 0.400094 0.40097 0.39994 0.400418 0.401023 0.400382 0.399664 0.399858 0.399887 0.400369 0.399627 0.400217 0.39983 0.400449 0.399964 0.400216 0.400224 0.400367 0.399206 0.400005 0.399775 0.400231 0.399882 0.399208 0.398912 0.400023 0.399567 0.399225 0.39886 0.399907 0.398028 0.399902 0.399482 0.400586 0.399893 0.400172 0.400316 0.399784 0.400099 0.399631 0.399197 0.398903 0.399467 0.399151 0.40044 0.399609 0.400017 0.400652 0.399516 0.400182 0.399704 0.400353 0.400025 0.400641 0.400321 0.400033 0.400401 0.400336 0.400621 0.400071 0.40033 0.400557 0.399775 0.399648 0.399696 0.400494 0.400792 0.399571 0.399998 0.400077 0.399495 0.399842 0.399984 0.399707 0.398921 0.399198 0.399835 0.400352 0.399341 0.399584 0.399753 0.40064 0.400335 0.39956 0.40069 0.401502 0.400783 0.400267 0.400253 0.400438 0.400271 0.400247 0.399924 0.400641
2388 0.400412 0.40046 0.400579 0.399309 0.399726 0.400193 0.400086 0.399323 0.399791 0.400014 0.400133 0.399889 0.399972 0.399585 0.400619 0.400345 0.400914 0.401234 0.400118 0.400312 0.400149 0.400305 0.399315 0.400123 0.399881 0.40051 0.399617 0.399672 0.399467 0.400318 0.399457 0.399786 0.40022 0.39943 0.400692 0.400339 0.400439 0.401636 0.399554 0.400288 0.40019 0.400563 0.400605 0.399292 0.400459 0.399908 0.399202 0.400496 0.400218 0.400045 0.400882 0.399676 0.399785 0.399773 0.399864 0.399465 0.399224 0.399023 0.400039 0.399114 0.399813 0.399552 0.399371 0.399415 0.399185 0.400052 0.399711 0.399033 0.399895 0.399936 0.399973 0.399477 0.399799 0.400038 0.400398 0.399638 0.400614 0.399603 0.399398 0.400067 0.399096 0.399668 0.399441 0.400721 0.40119 0.39972 0.400368 0.399633 0.399458 0.399794 0.400657 0.400516 0.400706 0.400623 0.400031 0.40054 0.400148 0.400385 0.399518 0.400268 0.399786 0.400009 0.399281 0.40038 0.399869 0.400092 0.399177 0.399353 0.398905 0.400081 0.400323 0.398854 0.399487 0.4002 0.399541 0.400663 0.400377 0.400722 0.401235 0.399854 0.400592 0.400616 0.400128 0.400371 0.400695 0.400447 0.400708 0.39977
2392 0.401188 0.400302 0.399645 0.400506 0.399434 0.39998 0.399536 0.399175 0.399749 0.400297 0.399404 0.399756 0.40023 0.400454 0.400695 0.400675 0.400683 0.399611 0.400555 0.400179 0.399356 0.400059 0.400531 0.400215 0.400003 0.3989 0.400441 0.400191 0.399963 0.400548 0.399945 0.399321 0.400035 0.399885 0.400043 0.39963 0.400803 0.400605 0.399646 0.401262 0.40035 0.400432 0.400439 0.400072 0.400274 0.400155 0.399925 0.400643 0.399739 0.399354 0.399778 0.39948 0.399524 0.400497 0.399355 0.399542 0.400381 0.399049 0.399001 0.399038 0.40019 0.399635 0.399658 0.400353 0.400278 0.399223 0.399209 0.399665 0.398898 0.399109 0.399805 0.399543 0.400181 0.400615 0.400466 0.400026 0.400083 0.400793 0.399735 0.398992 0.399708 0.40024 0.400841 0.399739 0.39986 0.399673 0.399803 0.399783 0.400393 0.400163 0.399735 0.399708 0.400827 0.40039 0.400557 0.400942 0.399919 0.400427 0.399846 0.399772 0.39984 0.400411 0.399712 0.398561 0.399723 0.399835 0.399436 0.399779 0.399838 0.399402 0.400204 0.399593 0.40024 0.399687 0.400014 0.400215 0.400616 0.400818 0.399923 0.400164 0.400667 0.400332 0.400283 0.40118 0.400196 0.399787 0.400588 0.400709
2396 0.400492 0.400171 0.400577 0.400604 0.400279 0.399867 0.399196 0.40005 0.400401 0.399575 0.398916 0.399464 0.400349 0.400921 0.399901 0.400186 0.401071 0.399664 0.399854 0.400078 0.399341 0.399663 0.400706 0.399653 0.399969 0.400222 0.400401 0.400686 0.399642 0.400145 0.399776 0.400066 0.400569 0.399464 0.400338 0.400042 0.39966 0.400402 0.40045 0.400055 0.400328 0.400406 0.400428 0.400417 0.400928 0.401051 0.400238 0.399252 0.399251 0.398822 0.399887 0.399382 0.398755 0.400554 0.399938 0.399458 0.400323 0.399973 0.399431 0.399795 0.399952 0.399709 0.399339 0.399626 0.399895 0.399693 0.39925 0.399445 0.399855 0.399754 0.399747 0.400102 0.400162 0.39992 0.399587 0.399307 0.400696 0.400489 0.400365 0.400202 0.40028 0.400695 0.399547 0.399835 0.399313 0.400058 0.400467 0.399298 0.399394 0.400293 0.400627 0.399502 0.400375 0.400309 0.400537 0.400416 0.399815 0.400492 0.400441 0.399248 0.399773 0.399827 0.400326 0.399138 0.399226 0.399486 0.399772 0.39987 0.399515 0.399778 0.400449 0.39994 0.400639 0.399952 0.400249 0.400414 0.399738 0.3999 0.400084 0.400772 0.400653 0.399906 0.40065 0.399573 0.400368 0.40097 0.400668 0.399844
2400 0.400302 0.400306 0.400405 0.400714 0.400712 0.401194 0.40022 0.400344 0.398708 0.399381 0.400529 0.399975 0.399578 0.398728 0.399499 0.401129 0.400112 0.39947 0.399626 0.400615 0.400533 0.399261 0.400238 0.399508 0.400378 0.400361 0.399447 0.400483 0.40053 0.400106 0.400316 0.399586 0.399625 0.400342 0.401568 0.40017 0.399846 0.399596 0.399637 0.400007 0.400856 0.400382 0.400507 0.400642 0.3994 0.400518 0.400113 0.400368 0.399257 0.399095 0.398842 0.399553 0.399795 0.400525 0.398631 0.399822 0.400549 0.400204 0.400361 0.400129 0.399676 0.400144 0.398922 0.398864 0.399573 0.399806 0.399665 0.400916 0.400069 0.400377 0.399966 0.399332 0.399212 0.399617 0.40013 0.400756 0.40002 0.400313 0.399362 0.400155 0.400119 0.40066 0.400719 0.400268 0.399459 0.39907 0.399715 0.400738 0.399949 0.399986 0.399934 0.400657 0.400404 0.399617 0.399469 0.400234 0.399773 0.399401 0.399948 0.400344 0.400464 0.400093 0.399409 0.399484 0.400355 0.398633 0.400079 0.400025 0.39993 0.399314 0.399773 0.400612 0.400214 0.400441 0.400504 0.400142 0.400697 0.400356 0.39978 0.400229 0.399532 0.399844 0.400373 0.400018 0.400353 0.40058 0.399983 0.39981
2404 0.40061 0.40047 0.399656 0.401075 0.400667 0.400306 0.400681 0.4006 0.399827 0.399846 0.400174 0.399175 0.398939 0.399553 0.39995 0.39945 0.399858 0.399451 0.400161 0.399789 0.400178 0.400976 0.400314 0.399829 0.399251 0.399675 0.399819 0.40103 0.400559 0.399911 0.400198 0.39981 0.400014 0.40065 0.399874 0.400677 0.400052 0.40072 0.400491 0.39966 0.400452 0.399726 0.399464 0.399769 0.400172 0.40003 0.399911 0.399544 0.400121 0.399126 0.400104 0.400481 0.39899 0.39949 0.399977 0.399848 0.400191 0.400413 0.399433 0.400796 0.399085 0.399558 0.400079 0.399971 0.40022 0.40001 0.39993 0.399754 0.400139 0.399583 0.400447 0.399733 0.400213 0.399853 0.399977 0.400103 0.399768 0.400479 0.399668 0.399801 0.399983 0.399906 0.401007 0.399513 0.400623 0.39967 0.399705 0.400358 0.400294 0.400672 0.39999 0.400963 0.400051 0.399077 0.398522 0.399584 0.39969 0.400015 0.39966 0.400242 0.400644 0.400186 0.399855 0.399405 0.400199 0.399925 0.398843 0.399948 0.400196 0.400057 0.399626 0.400187 0.400104 0.400294 0.400505 0.401063 0.400489 0.400329 0.400219 0.399978 0.398783 0.399752 0.400345 0.399386 0.399718 0.400341 0.400469 0.4003
2408 0.401151 0.399937 0.40033 0.400461 0.399673 0.399987 0.400106 0.400329 0.400657 0.40022 0.400369 0.398921 0.399735 0.399217 0.399761 0.399695 0.400699 0.399484 0.399553 0.399205 0.400175 0.400067 0.399907 0.399851 0.399878 0.400265 0.4006 0.400676 0.4006 0.400193 0.399756 0.399864 0.399379 0.400311 0.400146 0.400538 0.401074 0.40021 0.400255 0.399879 0.399869 0.399837 0.399848 0.399434 0.399597 0.399512 0.39972 0.399751 0.399311 0.400244 0.400549 0.399867 0.400381 0.399604 0.399805 0.399762 0.399981 0.400083 0.400249 0.399842 0.399723 0.400409 0.400488 0.399976 0.399656 0.400222 0.399943 0.399788 0.400846 0.400271 0.399938 0.399192 0.400021 0.399338 0.400142 0.400561 0.400752 0.400026 0.399419 0.399642 0.399925 0.400249 0.400217 0.399757 0.400366 0.399952 0.400547 0.400498 0.399936 0.400516 0.400485 0.398981 0.400186 0.400253 0.399528 0.399011 0.399635 0.399986 0.400057 0.400217 0.399282 0.399878 0.400608 0.399566 0.399906 0.399648 0.399798 0.400154 0.399718 0.399777 0.400292 0.40092 0.399256 0.399947 0.401167 0.400432 0.40024 0.399666 0.400011 0.400605 0.39949 0.399251 0.399888 0.399646 0.400343 0.3999 0.399472 0.401123
2412 0.400753 0.399729 0.4004 0.400297 0.39847 0.400322 0.40062 0.400243 0.399984 0.399953 0.399541 0.399867 0.399735 0.401188 0.40011 0.399344 0.400812 0.399351 0.398265 0.400052 0.399768 0.399689 0.399771 0.400301 0.400519 0.399921 0.400072 0.400871 0.400462 0.40032 0.400097 0.399704 0.39982 0.399944 0.400464 0.399911 0.399916 0.399714 0.400252 0.400492 0.400183 0.399936 0.399742 0.39952 0.400032 0.399707 0.399141 0.399286 0.399739 0.400209 0.399872 0.399859 0.400334 0.400153 0.400248 0.399727 0.400384 0.400555 0.400317 0.400129 0.400286 0.399877 0.399894 0.400453 0.400433 0.399926 0.39966 0.399941 0.401315 0.399481 0.399563 0.399726 0.400349 0.400563 0.399451 0.399505 0.400367 0.400389 0.400142 0.399963 0.39966 0.400181 0.399953 0.400147 0.400469 0.400607 0.399786 0.399781 0.399517 0.400166 0.399684 0.400002 0.400529 0.400149 0.400478 0.399876 0.400701 0.399073 0.399511 0.399449 0.400194 0.39992 0.39923 0.399666 0.399747 0.400586 0.39949 0.400659 0.400065 0.400018 0.400023 0.400013 0.400773 0.399461 0.399959 0.399978 0.399689 0.39991 0.399701 0.400381 0.400172 0.400141 0.40059 0.399895 0.399789 0.400306 0.399318 0.400213
2416 0.399585 0.399698 0.399932 0.400489 0.400018 0.399347 0.399557 0.399855 0.400038 0.400726 0.400178 0.399787 0.400076 0.400021 0.400399 0.399996 0.400137 0.39962 0.399311 0.400183 0.399407 0.39975 0.40058 0.400008 0.400133 0.399921 0.399302 0.40029 0.400651 0.399942 0.400476 0.400584 0.400275 0.39892 0.399448 0.399764 0.400361 0.399944 0.399853 0.400337 0.399949 0.39983 0.400179 0.399649 0.399875 0.40029 0.399919 0.399079 0.399337 0.399578 0.399701 0.399904 0.400087 0.400918 0.400495 0.400688 0.400239 0.400434 0.399726 0.400049 0.400771 0.401243 0.400383 0.399618 0.399429 0.400478 0.400659 0.399008 0.400272 0.399641 0.400167 0.4002 0.400166 0.399983 0.400778 0.399886 0.399568 0.399822 0.400551 0.399978 0.400431 0.399545 0.400799 0.400756 0.399114 0.399281 0.400073 0.400298 0.399923 0.399343 0.400514 0.400088 0.399138 0.400331 0.400964 0.401544 0.399975 0.399138 0.399956 0.400009 0.399229 0.39944 0.400105 0.400114 0.399207 0.400129 0.400385 0.400573 0.399576 0.399539 0.400552 0.39975 0.400125 0.399133 0.400204 0.399956 0.399083 0.400074 0.400385 0.400573 0.400669 0.399644 0.400231 0.40054 0.400081 0.400786 0.399168 0.39911
2420 0.399985 0.399604 0.399017 0.39955 0.399583 0.400722 0.399962 0.400107 0.400252 0.399553 0.400155 0.399786 0.400176 0.399264 0.400703 0.399811 0.399409 0.400304 0.400443 0.400668 0.399881 0.39987 0.400563 0.399524 0.399828 0.399564 0.399449 0.400939 0.399804 0.399163 0.400534 0.399897 0.399153 0.400025 0.400484 0.400067 0.399479 0.400661 0.400138 0.399883 0.399488 0.399816 0.399945 0.399659 0.399223 0.399842 0.400044 0.399811 0.400291 0.399604 0.40069 0.399912 0.399421 0.40097 0.4002 0.400068 0.400555 0.40045 0.400845 0.400589 0.400008 0.400697 0.400581 0.40059 0.400008 0.399464 0.400001 0.400206 0.399502 0.400009 0.400048 0.400231 0.399803 0.400375 0.400083 0.400703 0.400471 0.399918 0.399996 0.400389 0.400558 0.399266 0.400501 0.399441 0.399183 0.399866 0.400439 0.399974 0.400083 0.400724 0.400217 0.399945 0.399419 0.399705 0.400059 0.39998 0.400932 0.399959 0.400228 0.400435 0.400327 0.400089 0.399802 0.399359 0.40017 0.400193 0.399734 0.399462 0.399706 0.39917 0.399412 0.399718 0.400322 0.400414 0.399821 0.399382 0.400755 0.400295 0.399622 0.400356 0.400913 0.400335 0.399569 0.399686 0.400081 0.399211 0.400112 0.399608
2424 0.399855 0.399107 0.399758 0.39981 0.400295 0.400487 0.399932 0.399871 0.399618 0.399964 0.39982 0.399822 0.399323 0.39982 0.400379 0.40057 0.399463 0.399984 0.400377 0.400273 0.400132 0.400169 0.400564 0.399758 0.400412 0.399946 0.399522 0.399478 0.399354 0.399569 0.400075 0.399226 0.399703 0.400795 0.40007 0.400001 0.400483 0.399634 0.399922 0.399726 0.399711 0.399873 0.399749 0.399378 0.399625 0.400006 0.399962 0.399341 0.400449 0.400653 0.400622 0.400295 0.400277 0.400163 0.400608 0.399678 0.400784 0.400191 0.400915 0.400932 0.399993 0.400094 0.400554 0.40025 0.400269 0.400059 0.400829 0.399748 0.399911 0.399764 0.399361 0.400127 0.400388 0.400569 0.400234 0.399717 0.400554 0.400699 0.400079 0.400097 0.400153 0.399985 0.399254 0.399801 0.400144 0.400345 0.399805 0.399559 0.400362 0.401107 0.400174 0.400052 0.399707 0.399434 0.399873 0.399186 0.400398 0.400496 0.400573 0.400113 0.401063 0.401386 0.399962 0.399582 0.399713 0.399556 0.399089 0.399785 0.39882 0.39929 0.399868 0.399639 0.400393 0.400724 0.399801 0.399967 0.400299 0.400558 0.400171 0.400174 0.400073 0.399328 0.399487 0.399913 0.399327 0.400317 0.399475 0.399145
2428 0.399627 0.400242 0.400203 0.400136 0.399502 0.399741 0.400042 0.399692 0.399924 0.400029 0.39929 0.399289 0.400183 0.400305 0.399756 0.399935 0.400852 0.399428 0.39985 0.400158 0.399995 0.400646 0.400104 0.400126 0.399785 0.399355 0.399969 0.399726 0.400101 0.399972 0.399704 0.399763 0.400445 0.399545 0.399862 0.39973 0.399997 0.399521 0.399135 0.399646 0.399825 0.400656 0.400399 0.399963 0.399678 0.400172 0.400038 0.399126 0.399858 0.400315 0.400227 0.400415 0.401424 0.400614 0.400434 0.400694 0.400855 0.399689 0.40023 0.399973 0.40075 0.4007 0.40025 0.399379 0.400775 0.400354 0.400592 0.400166 0.400049 0.400643 0.399703 0.399718 0.399794 0.399856 0.400102 0.400216 0.400612 0.400541 0.399386 0.399966 0.400285 0.4008 0.400223 0.399689 0.399815 0.400977 0.399953 0.400107 0.400136 0.399344 0.399262 0.400505 0.400142 0.400145 0.400098 0.400275 0.399937 0.400645 0.399743 0.400184 0.400923 0.400527 0.399977 0.399994 0.400252 0.398984 0.399122 0.399796 0.399782 0.400158 0.400107 0.399483 0.39974 0.399659 0.400507 0.400981 0.399956 0.399718 0.399831 0.399662 0.39925 0.400208 0.399724 0.400056 0.399001 0.399236 0.399215 0.399441
2432 0.399937 0.399688 0.399366 0.399891 0.399606 0.400003 0.399663 0.399509 0.400001 0.400415 0.399818 0.399472 0.399323 0.400292 0.399562 0.400242 0.400117 0.399753 0.400177 0.400357 0.399416 0.400066 0.399684 0.399671 0.400093 0.399123 0.400447 0.400302 0.400393 0.400305 0.400649 0.400464 0.399757 0.399156 0.399094 0.398468 0.399446 0.399874 0.39968 0.40109 0.399774 0.399795 0.400656 0.400519 0.399156 0.40065 0.399869 0.400096 0.400154 0.400061 0.399588 0.400453 0.40035 0.400543 0.401506 0.400501 0.400986 0.400414 0.400697 0.399727 0.400326 0.399963 0.399798 0.400775 0.400158 0.400094 0.40089 0.400704 0.399942 0.400362 0.399809 0.399653 0.400044 0.400085 0.399628 0.399942 0.399709 0.401086 0.400516 0.399916 0.400108 0.399845 0.400531 0.400709 0.400514 0.40033 0.400179 0.400055 0.399769 0.399081 0.399832 0.399693 0.40034 0.39998 0.400711 0.401252 0.400985 0.399884 0.399931 0.399388 0.400142 0.399366 0.399889 0.399763 0.400198 0.400134 0.400356 0.400442 0.39999 0.399721 0.40009 0.399978 0.40039 0.399607 0.398819 0.399619 0.399724 0.400597 0.399462 0.40022 0.399612 0.398947 0.399968 0.399348 0.399139 0.399354 0.399906 0.399842
2436 0.400072 0.399734 0.39898 0.399304 0.398425 0.4003 0.400192 0.400289 0.400139 0.400247 0.399885 0.398886 0.399618 0.399647 0.400107 0.400428 0.398934 0.400419 0.399734 0.399553 0.399756 0.399883 0.399514 0.399866 0.400163 0.400668 0.400137 0.399881 0.400228 0.400211 0.400593 0.400104 0.399658 0.399198 0.399364 0.399329 0.399852 0.399889 0.399716 0.400404 0.40012 0.400265 0.40023 0.39954 0.399842 0.400612 0.400707 0.399757 0.400003 0.400219 0.400415 0.400104 0.400115 0.400636 0.400907 0.400359 0.400658 0.400579 0.400144 0.400333 0.401035 0.400589 0.400058 0.400412 0.399877 0.399353 0.400525 0.40066 0.400825 0.399976 0.400401 0.399305 0.399515 0.399451 0.400913 0.400585 0.400416 0.399842 0.400165 0.400508 0.400211 0.400023 0.400601 0.399731 0.399625 0.401117 0.400011 0.401009 0.399872 0.39992 0.399133 0.400682 0.400222 0.399849 0.400649 0.400736 0.400111 0.399666 0.400612 0.399966 0.399529 0.400158 0.399964 0.39964 0.399407 0.400557 0.401033 0.400596 0.400424 0.399666 0.399922 0.399587 0.39918 0.399865 0.399767 0.399174 0.400032 0.399312 0.400062 0.39907 0.399938 0.399401 0.399816 0.399567 0.399708 0.399556 0.399626 0.399435
2440 0.39939 0.399158 0.399291 0.399656 0.399116 0.399834 0.399848 0.399685 0.399953 0.400082 0.400068 0.399314 0.399608 0.400021 0.399267 0.399861 0.39892 0.400161 0.399471 0.399991 0.399878 0.400003 0.400372 0.399245 0.40101 0.400339 0.399841 0.399954 0.400417 0.399415 0.399316 0.399596 0.400205 0.400651 0.400628 0.399613 0.399627 0.400081 0.399664 0.400495 0.399936 0.400069 0.400171 0.400223 0.399897 0.400357 0.399638 0.399807 0.400243 0.400464 0.400143 0.401418 0.400021 0.399946 0.400396 0.400575 0.400256 0.400327 0.400105 0.400511 0.401178 0.401242 0.400535 0.400155 0.400082 0.399605 0.400079 0.399681 0.400269 0.399506 0.400937 0.400053 0.400336 0.400167 0.400343 0.399735 0.400353 0.399961 0.401029 0.400244 0.39999 0.399657 0.400437 0.400408 0.400407 0.400076 0.399849 0.399682 0.400501 0.401617 0.400584 0.399942 0.399962 0.39933 0.400108 0.400114 0.399996 0.400163 0.400124 0.400536 0.40041 0.400335 0.400676 0.400101 0.400329 0.400004 0.400014 0.399866 0.399516 0.400042 0.400379 0.398811 0.399745 0.399447 0.400028 0.399502 0.400155 0.398772 0.39939 0.39934 0.3998 0.400312 0.399638 0.399607 0.40025 0.399682 0.399003 0.39932
2444 0.399003 0.398864 0.398805 0.399536 0.399964 0.399895 0.398867 0.400193 0.399528 0.399164 0.398865 0.40027 0.399815 0.399452 0.399836 0.399787 0.399138 0.399683 0.400029 0.399892 0.399861 0.400663 0.400277 0.400098 0.399372 0.399382 0.399718 0.400093 0.400338 0.400314 0.400361 0.400149 0.3992 0.400347 0.399996 0.400849 0.400277 0.399837 0.399912 0.400242 0.400402 0.400905 0.399998 0.399577 0.39967 0.399807 0.400151 0.400429 0.400379 0.399955 0.399694 0.400718 0.40038 0.400178 0.400317 0.399925 0.401155 0.400965 0.400164 0.400088 0.400701 0.400544 0.400632 0.400392 0.400358 0.399757 0.39988 0.399918 0.399925 0.400881 0.400106 0.399634 0.400107 0.401034 0.400668 0.399707 0.39952 0.399779 0.399963 0.400779 0.401146 0.400852 0.399588 0.400315 0.400154 0.40032 0.400073 0.400072 0.4002 0.400658 0.399629 0.400027 0.400917 0.399747 0.400059 0.399781 0.400508 0.400428 0.40117 0.399591 0.400359 0.401001 0.400646 0.400194 0.400743 0.39992 0.399826 0.399192 0.399684 0.399497 0.399325 0.398957 0.400193 0.400397 0.399097 0.399536 0.399451 0.399019 0.400162 0.400066 0.399993 0.399837 0.399838 0.399568 0.399633 0.399074 0.399694 0.399847
2448 0.399476 0.39927 0.399866 0.3988 0.398877 0.399821 0.399201 0.399561 0.399542 0.398801 0.399135 0.399456 0.399348 0.399532 0.399529 0.400198 0.40021 0.400722 0.399922 0.399817 0.399386 0.400196 0.398722 0.399927 0.399601 0.400188 0.400169 0.400757 0.400035 0.399571 0.401038 0.400167 0.400249 0.400351 0.399911 0.399647 0.399594 0.40097 0.400435 0.400433 0.400732 0.399687 0.399824 0.400792 0.400729 0.399364 0.399615 0.399501 0.400593 0.400593 0.400177 0.400041 0.39952 0.400529 0.400743 0.39999 0.400506 0.400424 0.400429 0.401123 0.400496 0.400992 0.399513 0.399742 0.399609 0.400384 0.400961 0.400646 0.399869 0.400379 0.40076 0.40049 0.399583 0.399259 0.400103 0.400062 0.399947 0.400851 0.400841 0.39978 0.399729 0.40064 0.400907 0.401655 0.40023 0.399812 0.399828 0.399813 0.399373 0.400383 0.39991 0.399451 0.40069 0.400324 0.400872 0.400963 0.400817 0.400645 0.400069 0.400834 0.399951 0.400575 0.400426 0.399421 0.40054 0.399311 0.400452 0.400737 0.399416 0.398632 0.399328 0.399789 0.398736 0.399737 0.399377 0.400362 0.400174 0.399298 0.399732 0.400003 0.400216 0.399328 0.399364 0.400141 0.39916 0.40016 0.399183 0.398893
2452 0.399071 0.398954 0.399694 0.398853 0.399717 0.398911 0.399315 0.399121 0.398647 0.39859 0.400133 0.399502 0.399352 0.399479 0.400164 0.399354 0.400468 0.39981 0.400192 0.400316 0.399577 0.399095 0.399256 0.399607 0.400271 0.400443 0.40006 0.400521 0.400294 0.400251 0.400975 0.400049 0.39995 0.40011 0.40051 0.400502 0.399777 0.39961 0.400337 0.399962 0.40014 0.40086 0.401274 0.399615 0.40001 0.399795 0.400551 0.400263 0.399671 0.400251 0.400835 0.400225 0.399073 0.399952 0.400594 0.400587 0.400027 0.40084 0.400256 0.399558 0.400624 0.40063 0.400893 0.400219 0.400582 0.399798 0.399895 0.400445 0.400498 0.401044 0.399878 0.399735 0.400247 0.399929 0.399862 0.400565 0.399742 0.400078 0.400259 0.40024 0.401674 0.400625 0.399862 0.400105 0.4005 0.400154 0.399983 0.400463 0.399794 0.399307 0.400494 0.400495 0.399673 0.400065 0.401067 0.401852 0.400868 0.400317 0.400861 0.400054 0.400299 0.399655 0.400267 0.399835 0.400098 0.399336 0.400394 0.400796 0.399009 0.398802 0.400049 0.399203 0.399701 0.400002 0.399596 0.399157 0.400334 0.399863 0.400518 0.399146 0.399374 0.39924 0.399751 0.399682 0.399546 0.399907 0.399652 0.399232
2456 0.399849 0.399128 0.399349 0.398919 0.398976 0.399633 0.399203 0.399115 0.398552 0.399468 0.399329 0.399565 0.399646 0.400468 0.399332 0.39921 0.399229 0.399762 0.399584 0.399998 0.400042 0.400707 0.400177 0.39957 0.399614 0.400236 0.400173 0.400313 0.399813 0.400669 0.401213 0.400164 0.400378 0.400014 0.400089 0.399692 0.400538 0.400004 0.400235 0.399965 0.399886 0.400152 0.399985 0.400533 0.40046 0.400496 0.400467 0.400436 0.400583 0.399969 0.399998 0.400448 0.399782 0.400466 0.40006 0.399713 0.399706 0.40044 0.400252 0.400327 0.39992 0.40038 0.400719 0.401206 0.400647 0.400858 0.399951 0.399588 0.399805 0.400163 0.400589 0.400132 0.400297 0.400053 0.399372 0.40081 0.400775 0.399782 0.400985 0.400196 0.399675 0.400326 0.401077 0.400324 0.398784 0.400283 0.401169 0.401083 0.400063 0.399444 0.399769 0.400849 0.400776 0.401152 0.399756 0.400367 0.399795 0.400798 0.401404 0.400419 0.399904 0.400808 0.399616 0.399667 0.400146 0.399564 0.399524 0.399033 0.40072 0.399687 0.399898 0.399039 0.399837 0.400555 0.399501 0.400021 0.399775 0.400337 0.399167 0.399979 0.39924 0.399358 0.399368 0.399428 0.399224 0.399278 0.398909 0.399789
2460 0.398996 0.399206 0.400293 0.399141 0.399118 0.400032 0.398896 0.398773 0.399474 0.399885 0.399781 0.39883 0.40008 0.399084 0.398664 0.399269 0.3998 0.400195 0.400308 0.399358 0.399944 0.400002 0.39996 0.400168 0.400542 0.400341 0.39993 0.400329 0.400418 0.400415 0.39979 0.399931 0.400698 0.400683 0.400044 0.400388 0.400137 0.399966 0.399317 0.399845 0.400326 0.400255 0.4007 0.399906 0.40026 0.400044 0.400182 0.400682 0.401457 0.400437 0.400101 0.400259 0.400031 0.400134 0.400192 0.40012 0.399756 0.399532 0.399588 0.400365 0.400751 0.400341 0.401055 0.400806 0.399475 0.400433 0.400076 0.400711 0.400368 0.400281 0.400552 0.399745 0.39937 0.400698 0.400649 0.400272 0.399593 0.399865 0.400497 0.400614 0.400806 0.400586 0.399441 0.400294 0.400207 0.400633 0.401035 0.399562 0.401403 0.400521 0.400291 0.399797 0.400806 0.399478 0.401145 0.399931 0.400128 0.399663 0.400753 0.400598 0.400775 0.400308 0.400051 0.399751 0.399235 0.399608 0.400227 0.399764 0.399643 0.39966 0.400001 0.400148 0.399809 0.399958 0.40014 0.399893 0.400069 0.399972 0.399681 0.399815 0.399338 0.399039 0.399047 0.398878 0.398798 0.398853 0.399352 0.399586
